,,,,,,,,,,,
00084,Open,20,9,COMPUTER ORGANIZATION AND ARCHITECTURE [H2],H2,-,Lab,Wednesday,2:00 PM,5:00 PM,3204
00085,Open,40,37,COMPUTER ORGANIZATION AND ARCHITECTURE [I],I,-,Theory,Monday,2:00 PM,4:00 PM,3114
00085,Open,40,37,COMPUTER ORGANIZATION AND ARCHITECTURE [I],I,-,Lab,Wednesday,2:00 PM,5:00 PM,3204
00086,Open,40,40,DATA STRUCTURE [A],A,-,Theory,Monday,12:00 PM,2:00 PM,3114
00086,Open,40,40,DATA STRUCTURE [A],A,-,Lab,Wednesday,11:00 AM,2:00 PM,3203
00087,Open,20,19,DATA STRUCTURE [B1],B1,-,Theory,Monday,8:00 AM,10:00 AM,3115
00087,Open,20,19,DATA STRUCTURE [B1],B1,-,Lab,Wednesday,11:00 AM,2:00 PM,3203
00088,Open,20,15,DATA STRUCTURE [B2],B2,-,Theory,Monday,8:00 AM,10:00 AM,3115
00088,Open,20,15,DATA STRUCTURE [B2],B2,-,Lab,Wednesday,2:00 PM,5:00 PM,3204
00089,Open,40,40,DATA STRUCTURE [C],C,-,Theory,Monday,2:00 PM,4:00 PM,3115
00089,Open,40,40,DATA STRUCTURE [C],C,-,Lab,Wednesday,2:00 PM,5:00 PM,3204
00090,Open,40,38,DATA STRUCTURE [D],D,-,Theory,Tuesday,10:00 AM,12:00 PM,3115
00090,Open,40,38,DATA STRUCTURE [D],D,-,Lab,Sunday,8:00 AM,11:00 AM,3205
00091,Open,20,18,DATA STRUCTURE [E1],E1,-,Theory,Tuesday,2:00 PM,4:00 PM,3119
00091,Open,20,18,DATA STRUCTURE [E1],E1,-,Lab,Sunday,8:00 AM,11:00 AM,3205
00092,Open,20,18,DATA STRUCTURE [E2],E2,-,Theory,Tuesday,2:00 PM,4:00 PM,3119
00092,Open,20,18,DATA STRUCTURE [E2],E2,-,Lab,Sunday,11:00 AM,2:00 PM,3206
00093,Open,40,40,DATA STRUCTURE [F],F,-,Theory,Tuesday,12:00 PM,2:00 PM,3114
00093,Open,40,40,DATA STRUCTURE [F],F,-,Lab,Sunday,11:00 AM,2:00 PM,3206
00094,Open,40,40,DATA STRUCTURE [G],G,-,Theory,Wednesday,8:00 AM,10:00 AM,3119
00094,Open,40,40,DATA STRUCTURE [G],G,-,Lab,Monday,8:00 AM,11:00 AM,3203
00095,Open,20,17,DATA STRUCTURE [H1],H1,-,Theory,Wednesday,10:00 AM,12:00 PM,3117
00095,Open,20,17,DATA STRUCTURE [H1],H1,-,Lab,Monday,8:00 AM,11:00 AM,3203
00096,Open,20,16,DATA STRUCTURE [H2],H2,-,Theory,Wednesday,10:00 AM,12:00 PM,3117
00096,Open,20,16,DATA STRUCTURE [H2],H2,-,Lab,Saturday,11:00 AM,2:00 PM,3203
00097,Open,40,40,DATA STRUCTURE [I],I,-,Theory,Wednesday,12:00 PM,2:00 PM,3117
00097,Open,40,40,DATA STRUCTURE [I],I,-,Lab,Monday,11:00 AM,2:00 PM,3203
00098,Open,40,38,DATA STRUCTURE [J],J,-,Theory,Tuesday,8:00 AM,10:00 AM,3116
00098,Open,40,38,DATA STRUCTURE [J],J,-,Lab,Sunday,8:00 AM,11:00 AM,3208
00099,Open,20,17,DATA STRUCTURE [K1],K1,-,Theory,Tuesday,12:00 PM,2:00 PM,3113
00099,Open,20,17,DATA STRUCTURE [K1],K1,-,Theory,Sunday,8:00 AM,11:00 AM,3208
00100,Open,20,16,DATA STRUCTURE [K2],K2,-,Theory,Tuesday,12:00 PM,2:00 PM,3113
00100,Open,20,16,DATA STRUCTURE [K2],K2,-,Lab,Sunday,2:00 PM,5:00 PM,3207
00101,Open,40,40,DATA STRUCTURE [L],L,-,Theory,Tuesday,2:00 PM,4:00 PM,3117
00101,Open,40,40,DATA STRUCTURE [L],L,-,Lab,Sunday,2:00 PM,5:00 PM,3207
00102,Open,40,36,DATA STRUCTURE [M],M,-,Theory,Wednesday,2:00 PM,4:00 PM,3114
00102,Open,40,36,DATA STRUCTURE [M],M,-,Lab,Monday,2:00 PM,5:00 PM,3204
00103,Open,40,37,DATA STRUCTURE [N],N,-,Theory,Wednesday,2:00 PM,4:00 PM,3114
00103,Open,40,37,DATA STRUCTURE [N],N,-,Lab,Monday,2:00 PM,5:00 PM,3204
00104,Open,40,39,DISCRETE MATHEMATICS [A],A,-,Theory,Sunday,9:30 AM,11:00 AM,3106
00104,Open,40,39,DISCRETE MATHEMATICS [A],A,-,Theory,Tuesday,9:30 AM,11:00 AM,3106
00105,Open,40,37,DISCRETE MATHEMATICS [B],B,-,Theory,Monday,8:00 AM,9:30 AM,3106
00105,Open,40,37,DISCRETE MATHEMATICS [B],B,-,Theory,Wednesday,8:00 AM,9:30 AM,3106
00106,Open,40,39,DISCRETE MATHEMATICS [C],C,-,Theory,Sunday,12:30 PM,2:00 PM,3106
00106,Open,40,39,DISCRETE MATHEMATICS [C],C,-,Theory,Tuesday,12:30 PM,2:00 PM,3106
00107,Open,40,40,DISCRETE MATHEMATICS [D],D,-,Theory,Monday,12:30 PM,2:00 PM,3106
00107,Open,40,40,DISCRETE MATHEMATICS [D],D,-,Theory,Wednesday,12:30 PM,2:00 PM,3106
00108,Open,40,38,DISCRETE MATHEMATICS [E],E,-,Theory,Sunday,3:30 PM,5:00 PM,3106
00108,Open,40,38,DISCRETE MATHEMATICS [E],E,-,Theory,Tuesday,3:30 PM,5:00 PM,3106
00109,Open,40,37,DISCRETE MATHEMATICS [F],F,-,Theory,Monday,3:30 PM,5:00 PM,3106
00109,Open,40,37,DISCRETE MATHEMATICS [F],F,-,Theory,Wednesday,3:30 PM,5:00 PM,3106
00110,Open,40,39,DISCRETE MATHEMATICS [G],G,-,Theory,Sunday,8:00 AM,9:30 AM,3106
00110,Open,40,39,DISCRETE MATHEMATICS [G],G,-,Theory,Tuesday,8:00 AM,9:30 AM,3106
00111,Open,40,40,DISCRETE MATHEMATICS [H],H,-,Theory,Monday,2:00 PM,3:30 PM,2116
00111,Open,40,40,DISCRETE MATHEMATICS [H],H,-,Theory,Wednesday,2:00 PM,3:30 PM,2116
00112,Open,40,38,DISCRETE MATHEMATICS [I],I,-,Theory,Sunday,11:00 AM,12:30 PM,3104
00112,Open,40,38,DISCRETE MATHEMATICS [I],I,-,Theory,Tuesday,11:00 AM,12:30 PM,3104
00113,Open,40,37,DISCRETE MATHEMATICS [J],J,-,Theory,Monday,3:30 PM,5:00 PM,3104
00113,Open,40,37,DISCRETE MATHEMATICS [J],J,-,Theory,Wednesday,3:30 PM,5:00 PM,3104
00114,Open,40,39,DISCRETE MATHEMATICS [K],K,-,Theory,Sunday,2:00 PM,3:30 PM,1118
00114,Open,40,39,DISCRETE MATHEMATICS [K],K,-,Theory,Tuesday,2:00 PM,3:30 PM,1118
00115,Open,40,38,DISCRETE MATHEMATICS [L],L,-,Theory,Monday,11:00 AM,12:30 PM,3107
00115,Open,40,38,DISCRETE MATHEMATICS [L],L,-,Theory,Wednesday,11:00 AM,12:30 PM,3107
00116,Open,40,37,DISCRETE MATHEMATICS [M],M,-,Theory,Sunday,9:30 AM,11:00 AM,3107
00116,Open,40,37,DISCRETE MATHEMATICS [M],M,-,Theory,Tuesday,9:30 AM,11:00 AM,3107
